yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Export,Georgia,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",183146676.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2016,2016.0,Export,Georgia,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5892.0,,32.3293809,-83.1137366,41.000028,19.9999619
2016,2016.0,Export,Georgia,Azerbaijan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",52571790.0,,32.3293809,-83.1137366,40.3936294,47.7872508
2016,2016.0,Export,Georgia,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",89503.0,,32.3293809,-83.1137366,47.59397,14.12456
2016,2016.0,Export,Georgia,Armenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38770997.0,,32.3293809,-83.1137366,40.7696272,44.6736646
2016,2016.0,Export,Georgia,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3761240.0,,32.3293809,-83.1137366,50.6402809,4.6667145
2016,2016.0,Export,Georgia,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35712.0,,32.3293809,-83.1137366,42.6073975,25.4856617
2016,2016.0,Export,Georgia,Belarus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",34011.0,,32.3293809,-83.1137366,53.4250605,27.6971358
2016,2016.0,Export,Georgia,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2191768.0,,32.3293809,-83.1137366,35.000074,104.999927
2016,2016.0,Export,Georgia,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3571.0,,32.3293809,-83.1137366,34.9823018,33.1451285
2016,2016.0,Export,Georgia,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",92844.0,,32.3293809,-83.1137366,49.7439047,15.3381061
2016,2016.0,Export,Georgia,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11883.0,,32.3293809,-83.1137366,55.670249,10.3333283
2016,2016.0,Export,Georgia,Ethiopia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1027.0,,32.3293809,-83.1137366,10.2116702,38.6521203
2016,2016.0,Export,Georgia,Estonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20120.0,,32.3293809,-83.1137366,58.7523778,25.3319078
2016,2016.0,Export,Georgia,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",219621.0,,32.3293809,-83.1137366,63.2467777,25.9209164
2016,2016.0,Export,Georgia,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",59630.0,,32.3293809,-83.1137366,46.603354,1.8883335
2016,2016.0,Export,Georgia,Djibouti,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",70.0,,32.3293809,-83.1137366,11.8145966,42.8453061
2016,2016.0,Export,Georgia,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",874386.0,,32.3293809,-83.1137366,51.1638175,10.4478313
2016,2016.0,Export,Georgia,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17583.0,,32.3293809,-83.1137366,47.1817585,19.5060937
2016,2016.0,Export,Georgia,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8297435.0,,32.3293809,-83.1137366,32.6475314,54.5643516
2016,2016.0,Export,Georgia,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",976947.0,,32.3293809,-83.1137366,33.0955793,44.1749775
2016,2016.0,Export,Georgia,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12569.0,,32.3293809,-83.1137366,42.6384261,12.674297
2016,2016.0,Export,Georgia,Côte d'Ivoire,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6302.0,,32.3293809,-83.1137366,7.9897371,-5.5679458
2016,2016.0,Export,Georgia,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",30.0,,32.3293809,-83.1137366,36.5748441,139.2394179
2016,2016.0,Export,Georgia,Kazakhstan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",454535.0,,32.3293809,-83.1137366,48.1012954,66.7780818
2016,2016.0,Export,Georgia,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4644.0,,32.3293809,-83.1137366,31.1667049,36.941628
2016,2016.0,Export,Georgia,Kyrgyzstan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",370925.0,,32.3293809,-83.1137366,41.5089324,74.724091
2016,2016.0,Export,Georgia,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9397.0,,32.3293809,-83.1137366,33.8750629,35.843409
2016,2016.0,Export,Georgia,Latvia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3209.0,,32.3293809,-83.1137366,56.8406494,24.7537645
2016,2016.0,Export,Georgia,Lithuania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22763.0,,32.3293809,-83.1137366,55.3500003,23.7499997
2016,2016.0,Export,Georgia,Mauritius,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",95.0,,32.3293809,-83.1137366,-20.2759451,57.5703566
2016,2016.0,Export,Georgia,Mongolia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",76000.0,,32.3293809,-83.1137366,46.8250388,103.8499736
2016,2016.0,Export,Georgia,Rep. of Moldova,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8785.0,,32.3293809,-83.1137366,,
2016,2016.0,Export,Georgia,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",66493.0,,32.3293809,-83.1137366,52.2434979,5.6343227
2016,2016.0,Export,Georgia,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28704.0,,32.3293809,-83.1137366,9.6000359,7.9999721
2016,2016.0,Export,Georgia,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2017.0,,32.3293809,-83.1137366,60.5000209,9.0999715
2016,2016.0,Export,Georgia,Panama,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3137720.0,,32.3293809,-83.1137366,8.559559,-81.1308434
2016,2016.0,Export,Georgia,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31515.0,,32.3293809,-83.1137366,52.215933,19.134422
2016,2016.0,Export,Georgia,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7757.0,,32.3293809,-83.1137366,39.6621648,-8.1353519
2016,2016.0,Export,Georgia,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",56260.0,,32.3293809,-83.1137366,45.9852129,24.6859225
2016,2016.0,Export,Georgia,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8199272.0,,32.3293809,-83.1137366,64.6863136,97.7453061
2016,2016.0,Export,Georgia,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9204.0,,32.3293809,-83.1137366,25.6242618,42.3528328
2016,2016.0,Export,Georgia,Serbia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7837.0,,32.3293809,-83.1137366,44.1534121,20.55144
2016,2016.0,Export,Georgia,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",229067.0,,32.3293809,-83.1137366,22.3511148,78.6677428
2016,2016.0,Export,Georgia,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8878.0,,32.3293809,-83.1137366,1.357107,103.8194992
2016,2016.0,Export,Georgia,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",97249.0,,32.3293809,-83.1137366,-28.8166236,24.991639
2016,2016.0,Export,Georgia,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",66113.0,,32.3293809,-83.1137366,39.3260685,-4.8379791
2016,2016.0,Export,Georgia,Sudan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23176.0,,32.3293809,-83.1137366,14.5844444,29.4917691
2016,2016.0,Export,Georgia,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",36107.0,,32.3293809,-83.1137366,59.6749712,14.5208584
2016,2016.0,Export,Georgia,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",27835334.0,,32.3293809,-83.1137366,46.7985624,8.2319736
2016,2016.0,Export,Georgia,Tajikistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13602.0,,32.3293809,-83.1137366,38.6281733,70.8156541
2016,2016.0,Export,Georgia,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21423680.0,,32.3293809,-83.1137366,24.0002488,53.9994829
2016,2016.0,Export,Georgia,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1715725.0,,32.3293809,-83.1137366,38.9597594,34.9249653
2016,2016.0,Export,Georgia,Turkmenistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2518071.0,,32.3293809,-83.1137366,39.3763807,59.3924609
2016,2016.0,Export,Georgia,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8255580.0,,32.3293809,-83.1137366,49.4871968,31.2718321
2016,2016.0,Export,Georgia,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",701.0,,32.3293809,-83.1137366,54.7023545,-3.2765753
2016,2016.0,Export,Georgia,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",360915.0,,32.3293809,-83.1137366,39.7837304,-100.445882
2016,2016.0,Export,Georgia,Uzbekistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10389.0,,32.3293809,-83.1137366,41.32373,63.9528098
