yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Export,Malta,World,25.0,Salt; sulfur; earths and stone; plastering materials,7444.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2006,2006.0,Export,Malta,Germany,25.0,Salt; sulfur; earths and stone; plastering materials,2666.0,,35.8885993,14.4476911,51.1638175,10.4478313
2006,2006.0,Export,Malta,Iceland,25.0,Salt; sulfur; earths and stone; plastering materials,4254.0,,35.8885993,14.4476911,64.9841821,-18.1059013
2006,2006.0,Export,Malta,Italy,25.0,Salt; sulfur; earths and stone; plastering materials,508.0,,35.8885993,14.4476911,42.6384261,12.674297
2006,2006.0,Export,Malta,United Arab Emirates,25.0,Salt; sulfur; earths and stone; plastering materials,15.0,,35.8885993,14.4476911,24.0002488,53.9994829
