yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
1990,1990,Import,Cyprus,7,Edible vegetables and certain roots and tubers,Eastern Asia,Asia,22017
1990,1990,Import,Cyprus,7,Edible vegetables and certain roots and tubers,Eastern Europe,Europe,255720
1990,1990,Import,Cyprus,7,Edible vegetables and certain roots and tubers,Latin America and the Caribbean,Americas,113874
1990,1990,Import,Cyprus,7,Edible vegetables and certain roots and tubers,Northern America,Americas,631654
1990,1990,Import,Cyprus,7,Edible vegetables and certain roots and tubers,Northern Europe,Europe,1338578
1990,1990,Import,Cyprus,7,Edible vegetables and certain roots and tubers,South-eastern Asia,Asia,6051
1990,1990,Import,Cyprus,7,Edible vegetables and certain roots and tubers,Southern Asia,Asia,5838
1990,1990,Import,Cyprus,7,Edible vegetables and certain roots and tubers,Southern Europe,Europe,109493
1990,1990,Import,Cyprus,7,Edible vegetables and certain roots and tubers,Western Asia,Asia,1949
1990,1990,Import,Cyprus,7,Edible vegetables and certain roots and tubers,Western Europe,Europe,5019374
1990,1990,Import,Cyprus,7,Edible vegetables and certain roots and tubers,World,World,8606435
