rtTitle,Subregion,rgDesc,TradeValue
Azerbaijan,Afghanistan,Export,6484695
Azerbaijan,Afghanistan,Import,76109
Azerbaijan,Algeria,Export,9457
Azerbaijan,Algeria,Import,1363709
Azerbaijan,Azerbaijan,Import,4140686
Azerbaijan,Azerbaijan,Re-Import,4140686
Azerbaijan,Bahrain,Export,5776
Azerbaijan,Bahrain,Import,772690
Azerbaijan,Comoros,Import,20600
Azerbaijan,Cyprus,Export,5659215
Azerbaijan,Cyprus,Import,5685053
Azerbaijan,Djibouti,Export,17520
Azerbaijan,Georgia,Export,660868401
Azerbaijan,Georgia,Import,102175084
Azerbaijan,Iraq,Export,23082828
Azerbaijan,Iraq,Import,327673
Azerbaijan,Israel,Export,898096972
Azerbaijan,Israel,Import,30038412
Azerbaijan,Jordan,Export,621358
Azerbaijan,Jordan,Import,2802215
Azerbaijan,Kuwait,Export,288342
Azerbaijan,Kuwait,Import,81814
Azerbaijan,Lebanon,Export,33980605
Azerbaijan,Lebanon,Import,1585342
Azerbaijan,Libya,Export,27879360
Azerbaijan,Malta,Export,16581936
Azerbaijan,Malta,Import,273687
Azerbaijan,Mauritania,Import,26644
Azerbaijan,Morocco,Export,11896
Azerbaijan,Morocco,Import,4452337
Azerbaijan,Oman,Export,502812
Azerbaijan,Oman,Import,259761
Azerbaijan,Pakistan,Export,737885
Azerbaijan,Pakistan,Import,9459174
Azerbaijan,Qatar,Export,1490324
Azerbaijan,Qatar,Import,147475
Azerbaijan,Saudi Arabia,Export,12371011
Azerbaijan,Saudi Arabia,Import,14546474
Azerbaijan,State of Palestine,Export,149207
Azerbaijan,State of Palestine,Import,520490
Azerbaijan,United Arab Emirates,Export,14041280
Azerbaijan,United Arab Emirates,Import,36260900
Azerbaijan,World,Export,22206238220
Azerbaijan,World,Import,11580942285
Azerbaijan,World,Re-Import,4140686
Azerbaijan,Yemen,Export,761809
Azerbaijan,Yemen,Import,170
