yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Export,Pakistan,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,11420719.0,,30.3308401,71.247499,-36.8535712,174.7456809
2019,2019.0,Export,Pakistan,Afghanistan,35.0,Albuminoidal substances; modified starches; glues; enzymes,116800.0,,30.3308401,71.247499,33.7680065,66.2385139
2019,2019.0,Export,Pakistan,Australia,35.0,Albuminoidal substances; modified starches; glues; enzymes,76.0,,30.3308401,71.247499,-24.7761086,134.755
2019,2019.0,Export,Pakistan,Bahrain,35.0,Albuminoidal substances; modified starches; glues; enzymes,53984.0,,30.3308401,71.247499,26.1551249,50.5344606
2019,2019.0,Export,Pakistan,Bangladesh,35.0,Albuminoidal substances; modified starches; glues; enzymes,348419.0,,30.3308401,71.247499,24.4769288,90.2934413
2019,2019.0,Export,Pakistan,Barbados,35.0,Albuminoidal substances; modified starches; glues; enzymes,3232.0,,30.3308401,71.247499,13.1500331,-59.5250305
2019,2019.0,Export,Pakistan,Cambodia,35.0,Albuminoidal substances; modified starches; glues; enzymes,6017.0,,30.3308401,71.247499,12.5433216,104.8144914
2019,2019.0,Export,Pakistan,Sri Lanka,35.0,Albuminoidal substances; modified starches; glues; enzymes,53788.0,,30.3308401,71.247499,7.5554942,80.7137847
2019,2019.0,Export,Pakistan,China,35.0,Albuminoidal substances; modified starches; glues; enzymes,210078.0,,30.3308401,71.247499,35.000074,104.999927
2019,2019.0,Export,Pakistan,Djibouti,35.0,Albuminoidal substances; modified starches; glues; enzymes,43987.0,,30.3308401,71.247499,11.8145966,42.8453061
2019,2019.0,Export,Pakistan,Germany,35.0,Albuminoidal substances; modified starches; glues; enzymes,1269439.0,,30.3308401,71.247499,51.1638175,10.4478313
2019,2019.0,Export,Pakistan,Indonesia,35.0,Albuminoidal substances; modified starches; glues; enzymes,722507.0,,30.3308401,71.247499,-2.4833826,117.8902853
2019,2019.0,Export,Pakistan,Italy,35.0,Albuminoidal substances; modified starches; glues; enzymes,152060.0,,30.3308401,71.247499,42.6384261,12.674297
2019,2019.0,Export,Pakistan,Jordan,35.0,Albuminoidal substances; modified starches; glues; enzymes,7265.0,,30.3308401,71.247499,31.1667049,36.941628
2019,2019.0,Export,Pakistan,Kenya,35.0,Albuminoidal substances; modified starches; glues; enzymes,944.0,,30.3308401,71.247499,1.4419683,38.4313975
2019,2019.0,Export,Pakistan,Rep. of Korea,35.0,Albuminoidal substances; modified starches; glues; enzymes,193401.0,,30.3308401,71.247499,,
2019,2019.0,Export,Pakistan,Madagascar,35.0,Albuminoidal substances; modified starches; glues; enzymes,289579.0,,30.3308401,71.247499,-18.9249604,46.4416422
2019,2019.0,Export,Pakistan,Malaysia,35.0,Albuminoidal substances; modified starches; glues; enzymes,4144873.0,,30.3308401,71.247499,4.5693754,102.2656823
2019,2019.0,Export,Pakistan,Maldives,35.0,Albuminoidal substances; modified starches; glues; enzymes,245.0,,30.3308401,71.247499,3.7203503,73.2244152
2019,2019.0,Export,Pakistan,Malta,35.0,Albuminoidal substances; modified starches; glues; enzymes,562.0,,30.3308401,71.247499,35.8885993,14.4476911
2019,2019.0,Export,Pakistan,Oman,35.0,Albuminoidal substances; modified starches; glues; enzymes,14337.0,,30.3308401,71.247499,21.0000287,57.0036901
2019,2019.0,Export,Pakistan,New Zealand,35.0,Albuminoidal substances; modified starches; glues; enzymes,1598.0,,30.3308401,71.247499,-41.5000831,172.8344077
2019,2019.0,Export,Pakistan,Saudi Arabia,35.0,Albuminoidal substances; modified starches; glues; enzymes,230496.0,,30.3308401,71.247499,25.6242618,42.3528328
2019,2019.0,Export,Pakistan,India,35.0,Albuminoidal substances; modified starches; glues; enzymes,15452.0,,30.3308401,71.247499,22.3511148,78.6677428
2019,2019.0,Export,Pakistan,Singapore,35.0,Albuminoidal substances; modified starches; glues; enzymes,11343.0,,30.3308401,71.247499,1.357107,103.8194992
2019,2019.0,Export,Pakistan,Viet Nam,35.0,Albuminoidal substances; modified starches; glues; enzymes,7057.0,,30.3308401,71.247499,15.9266657,107.9650855
2019,2019.0,Export,Pakistan,Spain,35.0,Albuminoidal substances; modified starches; glues; enzymes,581083.0,,30.3308401,71.247499,39.3260685,-4.8379791
2019,2019.0,Export,Pakistan,Sweden,35.0,Albuminoidal substances; modified starches; glues; enzymes,140.0,,30.3308401,71.247499,59.6749712,14.5208584
2019,2019.0,Export,Pakistan,Thailand,35.0,Albuminoidal substances; modified starches; glues; enzymes,306476.0,,30.3308401,71.247499,14.8971921,100.83273
2019,2019.0,Export,Pakistan,United Arab Emirates,35.0,Albuminoidal substances; modified starches; glues; enzymes,1182215.0,,30.3308401,71.247499,24.0002488,53.9994829
2019,2019.0,Export,Pakistan,Turkey,35.0,Albuminoidal substances; modified starches; glues; enzymes,1324981.0,,30.3308401,71.247499,38.9597594,34.9249653
2019,2019.0,Export,Pakistan,Uganda,35.0,Albuminoidal substances; modified starches; glues; enzymes,495.0,,30.3308401,71.247499,1.5333554,32.2166578
2019,2019.0,Export,Pakistan,Ukraine,35.0,Albuminoidal substances; modified starches; glues; enzymes,36351.0,,30.3308401,71.247499,49.4871968,31.2718321
2019,2019.0,Export,Pakistan,Egypt,35.0,Albuminoidal substances; modified starches; glues; enzymes,89785.0,,30.3308401,71.247499,26.2540493,29.2675469
2019,2019.0,Export,Pakistan,United Kingdom,35.0,Albuminoidal substances; modified starches; glues; enzymes,997.0,,30.3308401,71.247499,54.7023545,-3.2765753
2019,2019.0,Export,Pakistan,USA,35.0,Albuminoidal substances; modified starches; glues; enzymes,642.0,,30.3308401,71.247499,39.7837304,-100.445882
