yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2006,2006,Export,Cyprus,89,"Ships, boats and floating structures",Australia and New Zealand,Oceania,41849
2006,2006,Export,Cyprus,89,"Ships, boats and floating structures",Eastern Asia,Asia,39438
2006,2006,Export,Cyprus,89,"Ships, boats and floating structures",Eastern Europe,Europe,106224
2006,2006,Export,Cyprus,89,"Ships, boats and floating structures",Latin America and the Caribbean,Americas,32034
2006,2006,Export,Cyprus,89,"Ships, boats and floating structures",Northern Africa,Africa,1937779
2006,2006,Export,Cyprus,89,"Ships, boats and floating structures",Northern America,Americas,57281
2006,2006,Export,Cyprus,89,"Ships, boats and floating structures",Northern Europe,Europe,574165
2006,2006,Export,Cyprus,89,"Ships, boats and floating structures",South-eastern Asia,Asia,91224
2006,2006,Export,Cyprus,89,"Ships, boats and floating structures",Southern Europe,Europe,1350745
2006,2006,Export,Cyprus,89,"Ships, boats and floating structures",Western Europe,Europe,615817
2006,2006,Export,Cyprus,89,"Ships, boats and floating structures",World,World,7719397
