yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Re-Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,557,34.9823018,33.1451285,,
2009,2009,Re-Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,151337,34.9823018,33.1451285,40.12399607988535,20.742583178432696
2009,2009,Re-Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,242,34.9823018,33.1451285,6.06272746187266,22.727528470146083
2009,2009,Re-Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,154330,34.9823018,33.1451285,,
2009,2009,Re-Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Libya, Libya,2193,34.9823018,33.1451285,,
