yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Export,Malta,World,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,6322.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2009,2009.0,Export,Malta,China,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,2503.0,,35.8885993,14.4476911,35.000074,104.999927
2009,2009.0,Export,Malta,France,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,2739.0,,35.8885993,14.4476911,46.603354,1.8883335
2009,2009.0,Export,Malta,Italy,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,356.0,,35.8885993,14.4476911,42.6384261,12.674297
2009,2009.0,Export,Malta,Japan,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,321.0,,35.8885993,14.4476911,36.5748441,139.2394179
2009,2009.0,Export,Malta,Tunisia,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,402.0,,35.8885993,14.4476911,33.8439408,9.400138
