yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,16119,16.3471243,47.8915271,37.977378106878206,73.97804075806764
2008,2008,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin,Egypt,Egypt,203103,16.3471243,47.8915271,,
2008,2008,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,1752,16.3471243,47.8915271,10.528384761701911,103.08333472012376
2008,2008,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,130418,16.3471243,47.8915271,26.42921218083572,52.86847103284948
2008,2008,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin,World,World,376548,16.3471243,47.8915271,,
2008,2008,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin,Pakistan, Pakistan,25156,16.3471243,47.8915271,,
