rtTitle,Subregion,rgDesc,TradeValue
Saudi Arabia,Afghanistan,Export,4516622
Saudi Arabia,Afghanistan,Import,8580945
Saudi Arabia,Afghanistan,Re-Export,426507
Saudi Arabia,Algeria,Export,521241423
Saudi Arabia,Algeria,Import,4733717
Saudi Arabia,Algeria,Re-Export,31776006
Saudi Arabia,Armenia,Export,214722
Saudi Arabia,Armenia,Import,986759
Saudi Arabia,Armenia,Re-Export,29107
Saudi Arabia,Azerbaijan,Export,5420183
Saudi Arabia,Azerbaijan,Import,442806
Saudi Arabia,Azerbaijan,Re-Export,226640
Saudi Arabia,Bahrain,Export,1580427766
Saudi Arabia,Bahrain,Import,1358657488
Saudi Arabia,Bahrain,Re-Export,729797380
Saudi Arabia,Comoros,Export,881803
Saudi Arabia,Comoros,Import,964746
Saudi Arabia,Comoros,Re-Export,531483
Saudi Arabia,Cyprus,Export,9312940
Saudi Arabia,Cyprus,Import,26277051
Saudi Arabia,Cyprus,Re-Export,2468670
Saudi Arabia,Djibouti,Export,127043881
Saudi Arabia,Djibouti,Import,55540471
Saudi Arabia,Djibouti,Re-Export,61622187
Saudi Arabia,Georgia,Export,11750206
Saudi Arabia,Georgia,Import,7965711
Saudi Arabia,Georgia,Re-Export,123489
Saudi Arabia,Iraq,Export,501768990
Saudi Arabia,Iraq,Import,7947217
Saudi Arabia,Iraq,Re-Export,106735198
Saudi Arabia,Jordan,Export,1227052437
Saudi Arabia,Jordan,Import,823059901
Saudi Arabia,Jordan,Re-Export,92871829
Saudi Arabia,Kuwait,Export,1846086153
Saudi Arabia,Kuwait,Import,435993106
Saudi Arabia,Kuwait,Re-Export,357161240
Saudi Arabia,Lebanon,Export,434559731
Saudi Arabia,Lebanon,Import,409142233
Saudi Arabia,Lebanon,Re-Export,80190957
Saudi Arabia,Libya,Export,105372976
Saudi Arabia,Libya,Import,30458
Saudi Arabia,Libya,Re-Export,3116640
Saudi Arabia,Malta,Export,31115765
Saudi Arabia,Malta,Import,55512954
Saudi Arabia,Malta,Re-Export,1550313
Saudi Arabia,Mauritania,Export,18284262
Saudi Arabia,Mauritania,Import,475144
Saudi Arabia,Mauritania,Re-Export,3350205
Saudi Arabia,Morocco,Export,393651892
Saudi Arabia,Morocco,Import,195855476
Saudi Arabia,Morocco,Re-Export,11029452
Saudi Arabia,Oman,Export,891243908
Saudi Arabia,Oman,Import,1320734591
Saudi Arabia,Oman,Re-Export,117463250
Saudi Arabia,Pakistan,Export,935903949
Saudi Arabia,Pakistan,Import,398104338
Saudi Arabia,Pakistan,Re-Export,60733911
Saudi Arabia,Qatar,Export,658822023
Saudi Arabia,Qatar,Import,172940340
Saudi Arabia,Qatar,Re-Export,132623601
Saudi Arabia,State of Palestine,Export,14360743
Saudi Arabia,State of Palestine,Import,9899977
Saudi Arabia,State of Palestine,Re-Export,588948
Saudi Arabia,United Arab Emirates,Export,7889555094
Saudi Arabia,United Arab Emirates,Import,8624468809
Saudi Arabia,United Arab Emirates,Re-Export,3328610617
Saudi Arabia,Yemen,Export,547091273
Saudi Arabia,Yemen,Import,125424801
Saudi Arabia,Yemen,Re-Export,178288811
