yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,50752,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2002,2002,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,170399,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2002,2002,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,330,26.1551249,50.5344606,51.67568633314729,27.673469819741847
2002,2002,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,7125,26.1551249,50.5344606,17.925141963241547,-78.01492950057497
2002,2002,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,491283,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2002,2002,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,705222,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2002,2002,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,356173,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2002,2002,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,57287,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2002,2002,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,190810,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2002,2002,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,152,26.1551249,50.5344606,6.06272746187266,22.727528470146083
2002,2002,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1992,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2002,2002,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,299664,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2002,2002,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,4104940,26.1551249,50.5344606,,
2002,2002,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,16,26.1551249,50.5344606,,
2002,2002,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,144449,26.1551249,50.5344606,,
2002,2002,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,268417,26.1551249,50.5344606,,
2002,2002,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,715978,26.1551249,50.5344606,,
2002,2002,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,417265,26.1551249,50.5344606,,
