yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,8273,29.2733964,47.4979476,-16.85099460447687,133.4130365630627
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1354720,29.2733964,47.4979476,37.977378106878206,73.97804075806764
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,26088,29.2733964,47.4979476,51.67568633314729,27.673469819741847
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,171861,29.2733964,47.4979476,,
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,114617,29.2733964,47.4979476,17.925141963241547,-78.01492950057497
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,4024438,29.2733964,47.4979476,43.897683433510366,-100.08947125585888
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,679588,29.2733964,47.4979476,59.36075159783851,25.01346951967388
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,2470041,29.2733964,47.4979476,10.528384761701911,103.08333472012376
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,3131,29.2733964,47.4979476,25.499703063807168,75.5024015339642
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1653781,29.2733964,47.4979476,40.12399607988535,20.742583178432696
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,544,29.2733964,47.4979476,6.06272746187266,22.727528470146083
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,170894,29.2733964,47.4979476,,
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,312398,29.2733964,47.4979476,26.42921218083572,52.86847103284948
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,3420911,29.2733964,47.4979476,47.92172048214207,7.866753258497997
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,21175098,29.2733964,47.4979476,,
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,2892,29.2733964,47.4979476,,
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,5160,29.2733964,47.4979476,,
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,159,29.2733964,47.4979476,,
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,20699,29.2733964,47.4979476,,
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,27841,29.2733964,47.4979476,,
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,2857394,29.2733964,47.4979476,,
2011,2011,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,1140428,29.2733964,47.4979476,,
