yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Re-Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,106,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2011,2011,Re-Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,82710,26.1551249,50.5344606,,
2011,2011,Re-Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Kuwait, Kuwait,5585,26.1551249,50.5344606,,
2011,2011,Re-Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Qatar, Qatar,1378,26.1551249,50.5344606,,
2011,2011,Re-Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Saudi Arabia, Saudi Arabia,41622,26.1551249,50.5344606,,
2011,2011,Re-Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,United Arab Emirates, United Arab Emirates,130,26.1551249,50.5344606,,
