yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2002,2002,Import,Lebanon,18,Cocoa and cocoa preparations,Australia and New Zealand,Oceania,772360
2002,2002,Import,Lebanon,18,Cocoa and cocoa preparations,Eastern Europe,Europe,1094908
2002,2002,Import,Lebanon,18,Cocoa and cocoa preparations,Latin America and the Caribbean,Americas,537205
2002,2002,Import,Lebanon,18,Cocoa and cocoa preparations,Northern Africa,Africa,567155
2002,2002,Import,Lebanon,18,Cocoa and cocoa preparations,Northern America,Americas,483648
2002,2002,Import,Lebanon,18,Cocoa and cocoa preparations,Northern Europe,Europe,3638171
2002,2002,Import,Lebanon,18,Cocoa and cocoa preparations,South-eastern Asia,Asia,1044271
2002,2002,Import,Lebanon,18,Cocoa and cocoa preparations,Southern Asia,Asia,16571
2002,2002,Import,Lebanon,18,Cocoa and cocoa preparations,Southern Europe,Europe,4742724
2002,2002,Import,Lebanon,18,Cocoa and cocoa preparations,Sub-Saharan Africa,Africa,652953
2002,2002,Import,Lebanon,18,Cocoa and cocoa preparations,Western Asia,Asia,2349781
2002,2002,Import,Lebanon,18,Cocoa and cocoa preparations,Western Europe,Europe,11009859
2002,2002,Import,Lebanon,18,Cocoa and cocoa preparations,World,World,28399086
