yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,Egypt,Egypt,2073,31.1667049,36.941628,,
2006,2006,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,4000,31.1667049,36.941628,43.897683433510366,-100.08947125585888
2006,2006,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,122120,31.1667049,36.941628,26.42921218083572,52.86847103284948
2006,2006,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,471,31.1667049,36.941628,47.92172048214207,7.866753258497997
2006,2006,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,World,World,427795,31.1667049,36.941628,,
2006,2006,Export,Jordan,11,Products of the milling industry; malt; starches; inulin, Iraq, Iraq,150190,31.1667049,36.941628,,
2006,2006,Export,Jordan,11,Products of the milling industry; malt; starches; inulin, Lebanon, Lebanon,137402,31.1667049,36.941628,,
2006,2006,Export,Jordan,11,Products of the milling industry; malt; starches; inulin, Saudi Arabia, Saudi Arabia,4231,31.1667049,36.941628,,
2006,2006,Export,Jordan,11,Products of the milling industry; malt; starches; inulin, United Arab Emirates, United Arab Emirates,2257,31.1667049,36.941628,,
