yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,76213,21.0000287,57.0036901,,
2003,2003,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,37163,21.0000287,57.0036901,,
2003,2003,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Yemen, Yemen,39051,21.0000287,57.0036901,,
