yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Asia,Asia,17265,16.3471243,47.8915271,37.977378106878206,73.97804075806764
2010,2010,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Europe,Europe,19033,16.3471243,47.8915271,51.67568633314729,27.673469819741847
2010,2010,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Egypt,Egypt,4807,16.3471243,47.8915271,,
2010,2010,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,2276,16.3471243,47.8915271,43.897683433510366,-100.08947125585888
2010,2010,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,48641,16.3471243,47.8915271,26.42921218083572,52.86847103284948
2010,2010,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,92426,16.3471243,47.8915271,,
2010,2010,Re-Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Saudi Arabia, Saudi Arabia,36,16.3471243,47.8915271,,
