yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,67862,31.1667049,36.941628,-16.85099460447687,133.4130365630627
2016,2016,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1541604,31.1667049,36.941628,37.977378106878206,73.97804075806764
2016,2016,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,398177,31.1667049,36.941628,51.67568633314729,27.673469819741847
2016,2016,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,347534,31.1667049,36.941628,,
2016,2016,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,864950,31.1667049,36.941628,17.925141963241547,-78.01492950057497
2016,2016,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,2482806,31.1667049,36.941628,43.897683433510366,-100.08947125585888
2016,2016,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1741450,31.1667049,36.941628,59.36075159783851,25.01346951967388
2016,2016,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,273247,31.1667049,36.941628,10.528384761701911,103.08333472012376
2016,2016,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,167473,31.1667049,36.941628,25.499703063807168,75.5024015339642
2016,2016,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1834865,31.1667049,36.941628,40.12399607988535,20.742583178432696
2016,2016,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1391874,31.1667049,36.941628,26.42921218083572,52.86847103284948
2016,2016,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,4239276,31.1667049,36.941628,47.92172048214207,7.866753258497997
2016,2016,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,18364439,31.1667049,36.941628,,
2016,2016,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,7308,31.1667049,36.941628,,
2016,2016,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,2034,31.1667049,36.941628,,
2016,2016,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,7246,31.1667049,36.941628,,
2016,2016,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,2244246,31.1667049,36.941628,,
2016,2016,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,344276,31.1667049,36.941628,,
