yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2014,2014,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,112527,31.1667049,36.941628,26.42921218083572,52.86847103284948
2014,2014,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,988883,31.1667049,36.941628,,
2014,2014,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,208156,31.1667049,36.941628,,
2014,2014,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,110362,31.1667049,36.941628,,
2014,2014,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,State of Palestine, State of Palestine,14225,31.1667049,36.941628,,
