yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Export,Azerbaijan,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,58902,40.3936294,47.7872508,39.89317229901691,61.060280637304274
2004,2004,Export,Azerbaijan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,785307,40.3936294,47.7872508,51.67568633314729,27.673469819741847
2004,2004,Export,Azerbaijan,25,Salt; sulfur; earths and stone; plastering materials,Northern Africa,Africa,67126,40.3936294,47.7872508,19.569604022535763,12.47761721199581
2004,2004,Export,Azerbaijan,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,327,40.3936294,47.7872508,43.897683433510366,-100.08947125585888
2004,2004,Export,Azerbaijan,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,12700,40.3936294,47.7872508,10.528384761701911,103.08333472012376
2004,2004,Export,Azerbaijan,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,6210,40.3936294,47.7872508,25.499703063807168,75.5024015339642
2004,2004,Export,Azerbaijan,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,10917,40.3936294,47.7872508,26.42921218083572,52.86847103284948
2004,2004,Export,Azerbaijan,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,1960,40.3936294,47.7872508,47.92172048214207,7.866753258497997
2004,2004,Export,Azerbaijan,25,Salt; sulfur; earths and stone; plastering materials,World,World,1217619,40.3936294,47.7872508,,
