yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Re-Export,Cyprus,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,61430.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2010,2010.0,Re-Export,Cyprus,Greece,35.0,Albuminoidal substances; modified starches; glues; enzymes,45655.0,,34.9823018,33.1451285,38.9953683,21.9877132
2010,2010.0,Re-Export,Cyprus,Israel,35.0,Albuminoidal substances; modified starches; glues; enzymes,6761.0,,34.9823018,33.1451285,30.8124247,34.8594762
2010,2010.0,Re-Export,Cyprus,Russian Federation,35.0,Albuminoidal substances; modified starches; glues; enzymes,9015.0,,34.9823018,33.1451285,64.6863136,97.7453061
