yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Export,Kuwait,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Asia,Asia,175,29.2733964,47.4979476,25.499703063807168,75.5024015339642
2010,2010,Export,Kuwait,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,11908,29.2733964,47.4979476,26.42921218083572,52.86847103284948
2010,2010,Export,Kuwait,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,234643,29.2733964,47.4979476,,
2010,2010,Export,Kuwait,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Bahrain, Bahrain,48380,29.2733964,47.4979476,,
2010,2010,Export,Kuwait,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Lebanon, Lebanon,10997,29.2733964,47.4979476,,
2010,2010,Export,Kuwait,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Oman, Oman,740,29.2733964,47.4979476,,
2010,2010,Export,Kuwait,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Qatar, Qatar,4015,29.2733964,47.4979476,,
2010,2010,Export,Kuwait,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Saudi Arabia, Saudi Arabia,105010,29.2733964,47.4979476,,
2010,2010,Export,Kuwait,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,United Arab Emirates, United Arab Emirates,53418,29.2733964,47.4979476,,
