yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Re-Export,Bahrain,World,47.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,13625.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2010,2010.0,Re-Export,Bahrain,Saudi Arabia,47.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,5582.0,,26.1551249,50.5344606,25.6242618,42.3528328
2010,2010.0,Re-Export,Bahrain,United Arab Emirates,47.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,8043.0,,26.1551249,50.5344606,24.0002488,53.9994829
