yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Export,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,4061,16.3471243,47.8915271,37.977378106878206,73.97804075806764
2009,2009,Export,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,6408,16.3471243,47.8915271,43.897683433510366,-100.08947125585888
2009,2009,Export,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,10931,16.3471243,47.8915271,,
2009,2009,Export,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,461,16.3471243,47.8915271,,
