yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Asia,Asia,128101,33.8750629,35.843409,37.977378106878206,73.97804075806764
2009,2009,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Europe,Europe,773958,33.8750629,35.843409,51.67568633314729,27.673469819741847
2009,2009,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Latin America and the Caribbean,Americas,67667,33.8750629,35.843409,17.925141963241547,-78.01492950057497
2009,2009,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Africa,Africa,625963,33.8750629,35.843409,19.569604022535763,12.47761721199581
2009,2009,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,291595,33.8750629,35.843409,43.897683433510366,-100.08947125585888
2009,2009,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,146594,33.8750629,35.843409,59.36075159783851,25.01346951967388
2009,2009,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,South-eastern Asia,Asia,80474,33.8750629,35.843409,10.528384761701911,103.08333472012376
2009,2009,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Asia,Asia,86957,33.8750629,35.843409,25.499703063807168,75.5024015339642
2009,2009,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,2916347,33.8750629,35.843409,40.12399607988535,20.742583178432696
2009,2009,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Sub-Saharan Africa,Africa,863,33.8750629,35.843409,6.06272746187266,22.727528470146083
2009,2009,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,885150,33.8750629,35.843409,26.42921218083572,52.86847103284948
2009,2009,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,13739272,33.8750629,35.843409,47.92172048214207,7.866753258497997
2009,2009,Import,Lebanon,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,20440765,33.8750629,35.843409,,
