yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,134409,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2010,2010,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,1247647,21.0000287,57.0036901,,
2010,2010,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,218432,21.0000287,57.0036901,,
2010,2010,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,221,21.0000287,57.0036901,,
2010,2010,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,92892,21.0000287,57.0036901,,
2010,2010,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Morocco, Morocco,10481,21.0000287,57.0036901,,
2010,2010,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,417138,21.0000287,57.0036901,,
2010,2010,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,17683,21.0000287,57.0036901,,
2010,2010,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,219212,21.0000287,57.0036901,,
