,rtTitle,ptTitle,rgDesc,TradeValue
0,Yemen,Afghanistan,Import,73990.0
1,Yemen,Algeria,Export,348349.0
2,Yemen,Algeria,Import,169344.0
3,Yemen,Armenia,Import,206.0
4,Yemen,Azerbaijan,Export,26627.0
5,Yemen,Bahrain,Export,367024.0
6,Yemen,Bahrain,Import,5281402.0
7,Yemen,Bahrain,Re-Export,596.0
8,Yemen,Comoros,Export,50700.0
9,Yemen,Comoros,Import,167813.0
10,Yemen,Cyprus,Import,1444236.0
11,Yemen,Djibouti,Export,13752875.0
12,Yemen,Djibouti,Import,438593.0
13,Yemen,Fmr Sudan,Export,7184806.0
14,Yemen,Fmr Sudan,Import,4576996.0
15,Yemen,Fmr Sudan,Re-Export,99.0
16,Yemen,Georgia,Export,2960.0
17,Yemen,Georgia,Import,91120.0
18,Yemen,Iraq,Export,13231248.0
19,Yemen,Iraq,Import,820227.0
20,Yemen,Iraq,Re-Export,18418.0
21,Yemen,Jordan,Export,9002614.0
22,Yemen,Jordan,Import,38092557.0
23,Yemen,Jordan,Re-Export,210873.0
24,Yemen,Kuwait,Export,96708367.0
25,Yemen,Kuwait,Import,398062575.0
26,Yemen,Kuwait,Re-Export,653318.0
27,Yemen,Lebanon,Export,2505800.0
28,Yemen,Lebanon,Import,10938302.0
29,Yemen,Lebanon,Re-Export,333214.0
30,Yemen,Libya,Export,948919.0
31,Yemen,Libya,Import,19457.0
32,Yemen,Malta,Import,2536246.0
33,Yemen,Mauritania,Export,287949.0
34,Yemen,Mauritania,Re-Export,198.0
35,Yemen,Morocco,Export,47976.0
36,Yemen,Morocco,Import,4760062.0
37,Yemen,Morocco,Re-Export,18868.0
38,Yemen,Oman,Export,10826365.0
39,Yemen,Oman,Import,60277057.0
40,Yemen,Oman,Re-Export,86132.0
41,Yemen,Pakistan,Export,707551.0
42,Yemen,Pakistan,Import,89233094.0
43,Yemen,Pakistan,Re-Export,92213.0
44,Yemen,Qatar,Export,1582627.0
45,Yemen,Qatar,Import,7359929.0
46,Yemen,Qatar,Re-Export,15011.0
47,Yemen,Saudi Arabia,Export,162594034.0
48,Yemen,Saudi Arabia,Import,461565689.0
49,Yemen,Saudi Arabia,Re-Export,2658724.0
50,Yemen,State of Palestine,Import,166981.0
51,Yemen,Syria,Export,6265684.0
52,Yemen,Syria,Import,43044772.0
53,Yemen,Syria,Re-Export,72864.0
54,Yemen,Turkey,Export,867371.0
55,Yemen,Turkey,Import,364316248.0
56,Yemen,Turkey,Re-Export,590045.0
57,Yemen,United Arab Emirates,Export,361770912.0
58,Yemen,United Arab Emirates,Import,912186176.0
59,Yemen,United Arab Emirates,Re-Export,4614266.0
60,Yemen,World,Export,6258955204.0
61,Yemen,World,Import,9184846732.0
62,Yemen,World,Re-Export,218248740.0
