yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Export,Qatar,11,Products of the milling industry; malt; starches; inulin; wheat gluten,South-eastern Asia,Asia,21872,25.3336984,51.2295295,10.528384761701911,103.08333472012376
2009,2009,Export,Qatar,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Asia,Asia,9615,25.3336984,51.2295295,25.499703063807168,75.5024015339642
2009,2009,Export,Qatar,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,35691,25.3336984,51.2295295,26.42921218083572,52.86847103284948
2009,2009,Export,Qatar,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,1127039,25.3336984,51.2295295,,
2009,2009,Export,Qatar,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Algeria, Algeria,2032,25.3336984,51.2295295,,
2009,2009,Export,Qatar,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Bahrain, Bahrain,99444,25.3336984,51.2295295,,
2009,2009,Export,Qatar,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Kuwait, Kuwait,62150,25.3336984,51.2295295,,
2009,2009,Export,Qatar,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Saudi Arabia, Saudi Arabia,759586,25.3336984,51.2295295,,
2009,2009,Export,Qatar,11,Products of the milling industry; malt; starches; inulin; wheat gluten, United Arab Emirates, United Arab Emirates,136650,25.3336984,51.2295295,,
