yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Europe,Europe,294,32.3293809,-83.1137366,51.67568633314729,27.673469819741847
2009,2009,Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern America,Americas,60,32.3293809,-83.1137366,43.897683433510366,-100.08947125585888
2009,2009,Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Asia,Asia,11046,32.3293809,-83.1137366,26.42921218083572,52.86847103284948
2009,2009,Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Europe,Europe,2237,32.3293809,-83.1137366,47.92172048214207,7.866753258497997
2009,2009,Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,14611,32.3293809,-83.1137366,,
2009,2009,Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Armenia, Armenia,867,32.3293809,-83.1137366,,
2009,2009,Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Iraq, Iraq,16,32.3293809,-83.1137366,,
2009,2009,Export,Georgia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Israel, Israel,90,32.3293809,-83.1137366,,
