yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2017,2017,Export,State of Palestine,9,"Coffee, tea, mate and spices",Australia and New Zealand,Oceania,5061
2017,2017,Export,State of Palestine,9,"Coffee, tea, mate and spices",Eastern Asia,Asia,162
2017,2017,Export,State of Palestine,9,"Coffee, tea, mate and spices",Eastern Europe,Europe,13280
2017,2017,Export,State of Palestine,9,"Coffee, tea, mate and spices",Northern Africa,Africa,36
2017,2017,Export,State of Palestine,9,"Coffee, tea, mate and spices",Northern America,Americas,321873
2017,2017,Export,State of Palestine,9,"Coffee, tea, mate and spices",Northern Europe,Europe,35731
2017,2017,Export,State of Palestine,9,"Coffee, tea, mate and spices",South-eastern Asia,Asia,4212
2017,2017,Export,State of Palestine,9,"Coffee, tea, mate and spices",Southern Europe,Europe,16160
2017,2017,Export,State of Palestine,9,"Coffee, tea, mate and spices",Western Europe,Europe,116540
2017,2017,Export,State of Palestine,9,"Coffee, tea, mate and spices",World,World,11751150
