yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2017,2017,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,4245,33.87,35.84,-16.85099460447687,133.4130365630627
2017,2017,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1424731,33.87,35.84,37.977378106878206,73.97804075806764
2017,2017,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,66156,33.87,35.84,51.67568633314729,27.673469819741847
2017,2017,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,119771,33.87,35.84,,
2017,2017,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,448827,33.87,35.84,17.925141963241547,-78.01492950057497
2017,2017,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,1475438,33.87,35.84,43.897683433510366,-100.08947125585888
2017,2017,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1216360,33.87,35.84,59.36075159783851,25.01346951967388
2017,2017,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,1503912,33.87,35.84,10.528384761701911,103.08333472012376
2017,2017,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,3609203,33.87,35.84,40.12399607988535,20.742583178432696
2017,2017,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,19366,33.87,35.84,6.06272746187266,22.727528470146083
2017,2017,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,2288164,33.87,35.84,26.42921218083572,52.86847103284948
2017,2017,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,6267093,33.87,35.84,47.92172048214207,7.866753258497997
2017,2017,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,19865605,33.87,35.84,,
2017,2017,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,2449,33.87,35.84,,
2017,2017,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Cyprus, Cyprus,412,33.87,35.84,,
2017,2017,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,226874,33.87,35.84,,
2017,2017,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,903,33.87,35.84,,
2017,2017,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,745294,33.87,35.84,,
2017,2017,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,100246,33.87,35.84,,
