yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,12043,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2003,2003,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin,World,World,150016,26.1551249,50.5344606,,
2003,2003,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin,Jordan, Jordan,9043,26.1551249,50.5344606,,
2003,2003,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin,Lebanon, Lebanon,2162,26.1551249,50.5344606,,
2003,2003,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin,Qatar, Qatar,11564,26.1551249,50.5344606,,
2003,2003,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin,Saudi Arabia, Saudi Arabia,110867,26.1551249,50.5344606,,
2003,2003,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin,United Arab Emirates, United Arab Emirates,4338,26.1551249,50.5344606,,
