rtTitle,Subregion,rgDesc,TradeValue
Israel,Afghanistan,Import,485000
Israel,Algeria,Import,8000
Israel,Armenia,Export,79003000
Israel,Armenia,Import,62668000
Israel,Azerbaijan,Export,318000
Israel,Azerbaijan,Import,180000
Israel,Bahrain,Export,4000
Israel,Comoros,Export,1000
Israel,Cyprus,Export,181667000
Israel,Cyprus,Import,19367000
Israel,Djibouti,Export,933000
Israel,Djibouti,Import,21000
Israel,Georgia,Export,533000
Israel,Georgia,Import,880000
Israel,Jordan,Export,65076000
Israel,Jordan,Import,45208000
Israel,Kuwait,Export,145000
Israel,Kuwait,Import,2000
Israel,Lebanon,Export,59000
Israel,Malta,Export,24447000
Israel,Malta,Import,2392000
Israel,Mauritania,Export,43000
Israel,Mauritania,Import,50000
Israel,Morocco,Export,5828000
Israel,Morocco,Import,1325000
Israel,Oman,Export,242000
Israel,Pakistan,Export,459000
Israel,Pakistan,Import,6342000
Israel,Qatar,Export,24000
Israel,Qatar,Import,17000
Israel,Saudi Arabia,Export,1488000
Israel,United Arab Emirates,Export,161000
Israel,United Arab Emirates,Import,12000
