yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Import,Turkey,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,37919,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2002,2002,Import,Turkey,11,Products of the milling industry; malt; starches; inulin,Eastern Europe,Europe,1037119,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2002,2002,Import,Turkey,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,30275,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2002,2002,Import,Turkey,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,536767,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2002,2002,Import,Turkey,11,Products of the milling industry; malt; starches; inulin,Polynesia,Oceania,41600,38.9597594,34.9249653,-5.109184731250752,167.40343615892436
2002,2002,Import,Turkey,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,17706,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2002,2002,Import,Turkey,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,318960,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2002,2002,Import,Turkey,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,1840,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2002,2002,Import,Turkey,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,7324285,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2002,2002,Import,Turkey,11,Products of the milling industry; malt; starches; inulin,World,World,9391861,38.9597594,34.9249653,,
