yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,72932,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2002,2002,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,11945,21.0000287,57.0036901,51.67568633314729,27.673469819741847
2002,2002,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,99126,21.0000287,57.0036901,43.897683433510366,-100.08947125585888
2002,2002,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,518640,21.0000287,57.0036901,59.36075159783851,25.01346951967388
2002,2002,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,22351,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2002,2002,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,44385,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2002,2002,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,69526,21.0000287,57.0036901,40.12399607988535,20.742583178432696
2002,2002,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,14783,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2002,2002,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,260,21.0000287,57.0036901,26.42921218083572,52.86847103284948
2002,2002,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1251533,21.0000287,57.0036901,47.92172048214207,7.866753258497997
2002,2002,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,3593127,21.0000287,57.0036901,,
2002,2002,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,20632,21.0000287,57.0036901,,
2002,2002,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,552032,21.0000287,57.0036901,,
2002,2002,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,579952,21.0000287,57.0036901,,
