yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2012,2012,Export,Comoros,72,Iron and steel,Sub-Saharan Africa,Africa,2871
2012,2012,Export,Comoros,72,Iron and steel,World,World,15353
