yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2016,2016,Export,Libya,27,"Mineral fuels, mineral oils and products of their distillation",Australia and New Zealand,Oceania,22713605
2016,2016,Export,Libya,27,"Mineral fuels, mineral oils and products of their distillation",Eastern Asia,Asia,2193787790
2016,2016,Export,Libya,27,"Mineral fuels, mineral oils and products of their distillation",Latin America and the Caribbean,Americas,11861134
2016,2016,Export,Libya,27,"Mineral fuels, mineral oils and products of their distillation",Northern Africa,Africa,9881874
2016,2016,Export,Libya,27,"Mineral fuels, mineral oils and products of their distillation",Northern America,Americas,1001966737
2016,2016,Export,Libya,27,"Mineral fuels, mineral oils and products of their distillation",Northern Europe,Europe,1368337448
2016,2016,Export,Libya,27,"Mineral fuels, mineral oils and products of their distillation",South-eastern Asia,Asia,687378041
2016,2016,Export,Libya,27,"Mineral fuels, mineral oils and products of their distillation",Southern Europe,Europe,9897230002
2016,2016,Export,Libya,27,"Mineral fuels, mineral oils and products of their distillation",Western Asia,Asia,50676697
2016,2016,Export,Libya,27,"Mineral fuels, mineral oils and products of their distillation",Western Europe,Europe,2324061020
2016,2016,Export,Libya,27,"Mineral fuels, mineral oils and products of their distillation",World,World,17931250156
