yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Export,Qatar,57,Carpets and other textile floor coverings,Southern Asia,Asia,148310,25.3336984,51.2295295,25.499703063807168,75.5024015339642
2019,2019,Export,Qatar,57,Carpets and other textile floor coverings,Sub-Saharan Africa,Africa,22821,25.3336984,51.2295295,6.06272746187266,22.727528470146083
2019,2019,Export,Qatar,57,Carpets and other textile floor coverings,World,World,507922,25.3336984,51.2295295,,
