yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Import,Morocco,World,4.0,Dairy produce; birds eggs; natural honey;,133669874.0,,31.1728205,-7.3362482,-36.8535712,174.7456809
2005,2005.0,Import,Morocco,Argentina,4.0,Dairy produce; birds eggs; natural honey;,1379517.0,,31.1728205,-7.3362482,-34.9964963,-64.9672817
2005,2005.0,Import,Morocco,Australia,4.0,Dairy produce; birds eggs; natural honey;,1877279.0,,31.1728205,-7.3362482,-24.7761086,134.755
2005,2005.0,Import,Morocco,Austria,4.0,Dairy produce; birds eggs; natural honey;,305266.0,,31.1728205,-7.3362482,47.59397,14.12456
2005,2005.0,Import,Morocco,Belgium,4.0,Dairy produce; birds eggs; natural honey;,7006282.0,,31.1728205,-7.3362482,50.6402809,4.6667145
2005,2005.0,Import,Morocco,Canada,4.0,Dairy produce; birds eggs; natural honey;,1319258.0,,31.1728205,-7.3362482,61.0666922,-107.991707
2005,2005.0,Import,Morocco,China,4.0,Dairy produce; birds eggs; natural honey;,497739.0,,31.1728205,-7.3362482,35.000074,104.999927
2005,2005.0,Import,Morocco,Czechia,4.0,Dairy produce; birds eggs; natural honey;,2325642.0,,31.1728205,-7.3362482,49.7439047,15.3381061
2005,2005.0,Import,Morocco,Denmark,4.0,Dairy produce; birds eggs; natural honey;,1114198.0,,31.1728205,-7.3362482,55.670249,10.3333283
2005,2005.0,Import,Morocco,Finland,4.0,Dairy produce; birds eggs; natural honey;,1234209.0,,31.1728205,-7.3362482,63.2467777,25.9209164
2005,2005.0,Import,Morocco,France,4.0,Dairy produce; birds eggs; natural honey;,13004259.0,,31.1728205,-7.3362482,46.603354,1.8883335
2005,2005.0,Import,Morocco,Germany,4.0,Dairy produce; birds eggs; natural honey;,6380593.0,,31.1728205,-7.3362482,51.1638175,10.4478313
2005,2005.0,Import,Morocco,Ireland,4.0,Dairy produce; birds eggs; natural honey;,16312544.0,,31.1728205,-7.3362482,52.865196,-7.9794599
2005,2005.0,Import,Morocco,Italy,4.0,Dairy produce; birds eggs; natural honey;,55815.0,,31.1728205,-7.3362482,42.6384261,12.674297
2005,2005.0,Import,Morocco,Lithuania,4.0,Dairy produce; birds eggs; natural honey;,174801.0,,31.1728205,-7.3362482,55.3500003,23.7499997
2005,2005.0,Import,Morocco,Netherlands,4.0,Dairy produce; birds eggs; natural honey;,19816311.0,,31.1728205,-7.3362482,52.2434979,5.6343227
2005,2005.0,Import,Morocco,New Zealand,4.0,Dairy produce; birds eggs; natural honey;,19487090.0,,31.1728205,-7.3362482,-41.5000831,172.8344077
2005,2005.0,Import,Morocco,Norway,4.0,Dairy produce; birds eggs; natural honey;,123100.0,,31.1728205,-7.3362482,60.5000209,9.0999715
2005,2005.0,Import,Morocco,Poland,4.0,Dairy produce; birds eggs; natural honey;,9611842.0,,31.1728205,-7.3362482,52.215933,19.134422
2005,2005.0,Import,Morocco,Portugal,4.0,Dairy produce; birds eggs; natural honey;,2248164.0,,31.1728205,-7.3362482,39.6621648,-8.1353519
2005,2005.0,Import,Morocco,India,4.0,Dairy produce; birds eggs; natural honey;,10076715.0,,31.1728205,-7.3362482,22.3511148,78.6677428
2005,2005.0,Import,Morocco,Spain,4.0,Dairy produce; birds eggs; natural honey;,9182001.0,,31.1728205,-7.3362482,39.3260685,-4.8379791
2005,2005.0,Import,Morocco,Sweden,4.0,Dairy produce; birds eggs; natural honey;,1145001.0,,31.1728205,-7.3362482,59.6749712,14.5208584
2005,2005.0,Import,Morocco,Switzerland,4.0,Dairy produce; birds eggs; natural honey;,131834.0,,31.1728205,-7.3362482,46.7985624,8.2319736
2005,2005.0,Import,Morocco,Syria,4.0,Dairy produce; birds eggs; natural honey;,42.0,,31.1728205,-7.3362482,34.6401861,39.0494106
2005,2005.0,Import,Morocco,United Arab Emirates,4.0,Dairy produce; birds eggs; natural honey;,1949177.0,,31.1728205,-7.3362482,24.0002488,53.9994829
2005,2005.0,Import,Morocco,Turkey,4.0,Dairy produce; birds eggs; natural honey;,73721.0,,31.1728205,-7.3362482,38.9597594,34.9249653
2005,2005.0,Import,Morocco,Egypt,4.0,Dairy produce; birds eggs; natural honey;,228478.0,,31.1728205,-7.3362482,26.2540493,29.2675469
2005,2005.0,Import,Morocco,United Kingdom,4.0,Dairy produce; birds eggs; natural honey;,1223363.0,,31.1728205,-7.3362482,54.7023545,-3.2765753
2005,2005.0,Import,Morocco,USA,4.0,Dairy produce; birds eggs; natural honey;,225684.0,,31.1728205,-7.3362482,39.7837304,-100.445882
2005,2005.0,Import,Morocco,Uruguay,4.0,Dairy produce; birds eggs; natural honey;,5159948.0,,31.1728205,-7.3362482,-32.8755548,-56.0201525
