yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Export,Armenia,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,85172.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2005,2005.0,Export,Armenia,Canada,35.0,Albuminoidal substances; modified starches; glues; enzymes,736.0,,40.7696272,44.6736646,61.0666922,-107.991707
2005,2005.0,Export,Armenia,Russian Federation,35.0,Albuminoidal substances; modified starches; glues; enzymes,3000.0,,40.7696272,44.6736646,64.6863136,97.7453061
2005,2005.0,Export,Armenia,Switzerland,35.0,Albuminoidal substances; modified starches; glues; enzymes,1020.0,,40.7696272,44.6736646,46.7985624,8.2319736
2005,2005.0,Export,Armenia,Ukraine,35.0,Albuminoidal substances; modified starches; glues; enzymes,80395.0,,40.7696272,44.6736646,49.4871968,31.2718321
2005,2005.0,Export,Armenia,United Kingdom,35.0,Albuminoidal substances; modified starches; glues; enzymes,21.0,,40.7696272,44.6736646,54.7023545,-3.2765753
