yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Re-Export,Qatar,World,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",701250399,25.3336984,51.2295295,-36.8535712,174.7456809
2017,2017,Re-Export,Qatar,Singapore,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",72210,25.3336984,51.2295295,1.357107,103.8194992
2017,2017,Re-Export,Qatar,Slovakia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13873,25.3336984,51.2295295,48.7411522,19.4528646
2017,2017,Re-Export,Qatar,Viet Nam,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",75824,25.3336984,51.2295295,15.9266657,107.9650855
2017,2017,Re-Export,Qatar,Somalia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",165356,25.3336984,51.2295295,8.3676771,49.083416
2017,2017,Re-Export,Qatar,South Africa,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",50588,25.3336984,51.2295295,-28.8166236,24.991639
2017,2017,Re-Export,Qatar,Spain,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11694716,25.3336984,51.2295295,39.3260685,-4.8379791
2017,2017,Re-Export,Qatar,Sudan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6390541,25.3336984,51.2295295,14.5844444,29.4917691
2017,2017,Re-Export,Qatar,Sweden,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",187482,25.3336984,51.2295295,59.6749712,14.5208584
2017,2017,Re-Export,Qatar,Switzerland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2726837,25.3336984,51.2295295,46.7985624,8.2319736
2017,2017,Re-Export,Qatar,Syria,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",84032,25.3336984,51.2295295,34.6401861,39.0494106
2017,2017,Re-Export,Qatar,Thailand,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",788432,25.3336984,51.2295295,14.8971921,100.83273
2017,2017,Re-Export,Qatar,Togo,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8324,25.3336984,51.2295295,8.7800265,1.0199765
2017,2017,Re-Export,Qatar,United Arab Emirates,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",57718319,25.3336984,51.2295295,24.0002488,53.9994829
2017,2017,Re-Export,Qatar,Tunisia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7772696,25.3336984,51.2295295,33.8439408,9.400138
2017,2017,Re-Export,Qatar,Turkey,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",224438,25.3336984,51.2295295,38.9597594,34.9249653
2017,2017,Re-Export,Qatar,Ukraine,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",617383,25.3336984,51.2295295,49.4871968,31.2718321
2017,2017,Re-Export,Qatar,Egypt,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3412883,25.3336984,51.2295295,26.2540493,29.2675469
2017,2017,Re-Export,Qatar,United Kingdom,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4286465,25.3336984,51.2295295,54.7023545,-3.2765753
2017,2017,Re-Export,Qatar,United Rep. of Tanzania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16483,25.3336984,51.2295295,,
2017,2017,Re-Export,Qatar,USA,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1443891,25.3336984,51.2295295,,
2017,2017,Re-Export,Qatar,Venezuela,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",70313,25.3336984,51.2295295,8.0018709,-66.1109318
2017,2017,Re-Export,Qatar,Yemen,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",676647,25.3336984,51.2295295,16.3471243,47.8915271
2019,2019,Re-Export,Qatar,World,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",325076936,25.3336984,51.2295295,-36.8535712,174.7456809
2019,2019,Re-Export,Qatar,Albania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",272100,25.3336984,51.2295295,41.000028,19.9999619
2019,2019,Re-Export,Qatar,Algeria,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",346399,25.3336984,51.2295295,28.0000272,2.9999825
2019,2019,Re-Export,Qatar,Angola,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",47813,25.3336984,51.2295295,-11.8775768,17.5691241
2019,2019,Re-Export,Qatar,Azerbaijan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15109,25.3336984,51.2295295,40.3936294,47.7872508
2019,2019,Re-Export,Qatar,Argentina,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19205952,25.3336984,51.2295295,-34.9964963,-64.9672817
2019,2019,Re-Export,Qatar,Australia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",303770,25.3336984,51.2295295,-24.7761086,134.755
2019,2019,Re-Export,Qatar,Armenia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",115919,25.3336984,51.2295295,,
2019,2019,Re-Export,Qatar,Belgium,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",563003,25.3336984,51.2295295,50.6402809,4.6667145
2019,2019,Re-Export,Qatar,Bosnia Herzegovina,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",82417,25.3336984,51.2295295,44.3053476,17.5961467
2019,2019,Re-Export,Qatar,Botswana,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",200994,25.3336984,51.2295295,,
2019,2019,Re-Export,Qatar,Bulgaria,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",127637,25.3336984,51.2295295,42.6073975,25.4856617
2019,2019,Re-Export,Qatar,Myanmar,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",62293,25.3336984,51.2295295,,
2019,2019,Re-Export,Qatar,Cambodia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",516330,25.3336984,51.2295295,12.5433216,104.8144914
2019,2019,Re-Export,Qatar,Cameroon,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21978,25.3336984,51.2295295,4.6125522,13.1535811
2019,2019,Re-Export,Qatar,Canada,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",27472,25.3336984,51.2295295,61.0666922,-107.991707
2019,2019,Re-Export,Qatar,Sri Lanka,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",44997,25.3336984,51.2295295,7.5554942,80.7137847
2019,2019,Re-Export,Qatar,Chad,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",153493,25.3336984,51.2295295,,
2019,2019,Re-Export,Qatar,Chile,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",52637,25.3336984,51.2295295,-31.7613365,-71.3187697
2019,2019,Re-Export,Qatar,China,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",86948369,25.3336984,51.2295295,35.000074,104.999927
2019,2019,Re-Export,Qatar,Croatia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48076,25.3336984,51.2295295,,
2019,2019,Re-Export,Qatar,Cyprus,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",165120,25.3336984,51.2295295,34.9823018,33.1451285
2019,2019,Re-Export,Qatar,Czechia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31868,25.3336984,51.2295295,,
2019,2019,Re-Export,Qatar,Benin,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",869101,25.3336984,51.2295295,9.5293472,2.2584408
2019,2019,Re-Export,Qatar,Ecuador,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28078,25.3336984,51.2295295,-1.3397668,-79.3666965
2019,2019,Re-Export,Qatar,Ethiopia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",300453,25.3336984,51.2295295,10.2116702,38.6521203
2019,2019,Re-Export,Qatar,Finland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",83681,25.3336984,51.2295295,63.2467777,25.9209164
2019,2019,Re-Export,Qatar,France,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7465457,25.3336984,51.2295295,46.603354,1.8883335
2019,2019,Re-Export,Qatar,Djibouti,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",125753,25.3336984,51.2295295,11.8145966,42.8453061
2019,2019,Re-Export,Qatar,Gabon,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38546,25.3336984,51.2295295,-0.8999695,11.6899699
2019,2019,Re-Export,Qatar,Georgia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",43682,25.3336984,51.2295295,32.3293809,-83.1137366
2019,2019,Re-Export,Qatar,State of Palestine,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",27075,25.3336984,51.2295295,31.46242095,34.262716572130714
2019,2019,Re-Export,Qatar,Germany,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4065476,25.3336984,51.2295295,51.1638175,10.4478313
2019,2019,Re-Export,Qatar,Ghana,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",300337,25.3336984,51.2295295,8.0300284,-1.0800271
2019,2019,Re-Export,Qatar,Greece,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",84918,25.3336984,51.2295295,38.9953683,21.9877132
2019,2019,Re-Export,Qatar,Guinea,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31924,25.3336984,51.2295295,10.7226226,-10.7083587
2019,2019,Re-Export,Qatar,"China, Hong Kong SAR",87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",767842,25.3336984,51.2295295,22.350627,114.1849161
2019,2019,Re-Export,Qatar,Iran,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",254947,25.3336984,51.2295295,32.6475314,54.5643516
2019,2019,Re-Export,Qatar,Iraq,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11611808,25.3336984,51.2295295,33.0955793,44.1749775
2019,2019,Re-Export,Qatar,Ireland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17857,25.3336984,51.2295295,52.865196,-7.9794599
2019,2019,Re-Export,Qatar,Italy,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",735076,25.3336984,51.2295295,42.6384261,12.674297
2019,2019,Re-Export,Qatar,Côte d'Ivoire,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",113159,25.3336984,51.2295295,7.9897371,-5.5679458
2019,2019,Re-Export,Qatar,Japan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4915191,25.3336984,51.2295295,36.5748441,139.2394179
2019,2019,Re-Export,Qatar,Jordan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1093909,25.3336984,51.2295295,31.1667049,36.941628
2019,2019,Re-Export,Qatar,Rep. of Korea,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",306182,25.3336984,51.2295295,,
2019,2019,Re-Export,Qatar,Kuwait,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",70573930,25.3336984,51.2295295,29.2733964,47.4979476
2019,2019,Re-Export,Qatar,Kyrgyzstan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23626,25.3336984,51.2295295,41.5089324,74.724091
2019,2019,Re-Export,Qatar,Lebanon,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4807287,25.3336984,51.2295295,33.8750629,35.843409
2019,2019,Re-Export,Qatar,Libya,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3125986,25.3336984,51.2295295,26.8234472,18.1236723
2019,2019,Re-Export,Qatar,Malaysia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",44395,25.3336984,51.2295295,4.5693754,102.2656823
2019,2019,Re-Export,Qatar,Mauritania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",560611,25.3336984,51.2295295,20.2540382,-9.2399263
2019,2019,Re-Export,Qatar,"Other Asia, nes",87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",41901,25.3336984,51.2295295,,
2019,2019,Re-Export,Qatar,Morocco,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",785989,25.3336984,51.2295295,31.1728205,-7.3362482
2019,2019,Re-Export,Qatar,Oman,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",37251723,25.3336984,51.2295295,21.0000287,57.0036901
2019,2019,Re-Export,Qatar,Netherlands,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3542000,25.3336984,51.2295295,52.2434979,5.6343227
2019,2019,Re-Export,Qatar,Niger,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",27472,25.3336984,51.2295295,17.7356214,9.3238432
2019,2019,Re-Export,Qatar,Nigeria,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",941551,25.3336984,51.2295295,9.6000359,7.9999721
2019,2019,Re-Export,Qatar,Norway,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16163,25.3336984,51.2295295,60.5000209,9.0999715
2019,2019,Re-Export,Qatar,Pakistan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",569010,25.3336984,51.2295295,30.3308401,71.247499
2019,2019,Re-Export,Qatar,Panama,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",61263,25.3336984,51.2295295,8.559559,-81.1308434
2019,2019,Re-Export,Qatar,Peru,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17407,25.3336984,51.2295295,-6.8699697,-75.0458515
2019,2019,Re-Export,Qatar,Philippines,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1607342,25.3336984,51.2295295,12.7503486,122.7312101
2019,2019,Re-Export,Qatar,Poland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",262385,25.3336984,51.2295295,52.215933,19.134422
2019,2019,Re-Export,Qatar,Portugal,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",190619,25.3336984,51.2295295,39.6621648,-8.1353519
2019,2019,Re-Export,Qatar,Romania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",128778,25.3336984,51.2295295,45.9852129,24.6859225
2019,2019,Re-Export,Qatar,Russian Federation,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13918,25.3336984,51.2295295,64.6863136,97.7453061
2019,2019,Re-Export,Qatar,Rwanda,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22563,25.3336984,51.2295295,-1.9646631,30.0644358
2019,2019,Re-Export,Qatar,Senegal,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",176497,25.3336984,51.2295295,14.4750607,-14.4529612
2019,2019,Re-Export,Qatar,Serbia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",27747,25.3336984,51.2295295,44.1534121,20.55144
2019,2019,Re-Export,Qatar,Sierra Leone,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",27472,25.3336984,51.2295295,8.6400349,-11.8400269
2019,2019,Re-Export,Qatar,India,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1328606,25.3336984,51.2295295,22.3511148,78.6677428
2019,2019,Re-Export,Qatar,Singapore,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1892741,25.3336984,51.2295295,1.357107,103.8194992
2019,2019,Re-Export,Qatar,Viet Nam,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",32967,25.3336984,51.2295295,15.9266657,107.9650855
2019,2019,Re-Export,Qatar,Somalia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",501766,25.3336984,51.2295295,8.3676771,49.083416
2019,2019,Re-Export,Qatar,South Africa,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",47070,25.3336984,51.2295295,-28.8166236,24.991639
2019,2019,Re-Export,Qatar,Zimbabwe,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24725,25.3336984,51.2295295,,
2019,2019,Re-Export,Qatar,Spain,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6000535,25.3336984,51.2295295,39.3260685,-4.8379791
2019,2019,Re-Export,Qatar,Sudan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17699259,25.3336984,51.2295295,14.5844444,29.4917691
2019,2019,Re-Export,Qatar,Sweden,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",92257,25.3336984,51.2295295,59.6749712,14.5208584
2019,2019,Re-Export,Qatar,Switzerland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1426652,25.3336984,51.2295295,46.7985624,8.2319736
2019,2019,Re-Export,Qatar,Syria,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",118131,25.3336984,51.2295295,34.6401861,39.0494106
2019,2019,Re-Export,Qatar,Thailand,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",656281,25.3336984,51.2295295,14.8971921,100.83273
2019,2019,Re-Export,Qatar,Togo,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",315162,25.3336984,51.2295295,8.7800265,1.0199765
2019,2019,Re-Export,Qatar,Tunisia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11499412,25.3336984,51.2295295,33.8439408,9.400138
2019,2019,Re-Export,Qatar,Turkey,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",936535,25.3336984,51.2295295,38.9597594,34.9249653
2019,2019,Re-Export,Qatar,Egypt,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6823958,25.3336984,51.2295295,26.2540493,29.2675469
2019,2019,Re-Export,Qatar,United Kingdom,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2923772,25.3336984,51.2295295,54.7023545,-3.2765753
2019,2019,Re-Export,Qatar,United Rep. of Tanzania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",64977,25.3336984,51.2295295,,
2019,2019,Re-Export,Qatar,USA,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1599265,25.3336984,51.2295295,,
2019,2019,Re-Export,Qatar,Uruguay,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",63186,25.3336984,51.2295295,-32.8755548,-56.0201525
2019,2019,Re-Export,Qatar,Yemen,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3547802,25.3336984,51.2295295,16.3471243,47.8915271
