yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2013,2013,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,837131,40.7696272,44.6736646,37.977378106878206,73.97804075806764
2013,2013,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,2231009,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2013,2013,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,166042,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2013,2013,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,283565,40.7696272,44.6736646,59.36075159783851,25.01346951967388
2013,2013,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Asia,Asia,28261,40.7696272,44.6736646,25.499703063807168,75.5024015339642
2013,2013,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,1262892,40.7696272,44.6736646,26.42921218083572,52.86847103284948
2013,2013,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,1277,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2013,2013,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,6032993,40.7696272,44.6736646,,
2013,2013,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Georgia, Georgia,1145810,40.7696272,44.6736646,,
2013,2013,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Pakistan, Pakistan,35303,40.7696272,44.6736646,,
2013,2013,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, United Arab Emirates, United Arab Emirates,4038,40.7696272,44.6736646,,
