yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2003,2003.0,Export,Oman,World,36.0,Explosives; pyrotechnic products; matches,135241.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2003,2003.0,Export,Oman,United Arab Emirates,36.0,Explosives; pyrotechnic products; matches,31209.0,,21.0000287,57.0036901,24.0002488,53.9994829
2003,2003.0,Export,Oman,Yemen,36.0,Explosives; pyrotechnic products; matches,104031.0,,21.0000287,57.0036901,16.3471243,47.8915271
