yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Re-Export,Oman,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,406067,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2011,2011,Re-Export,Oman,11,Products of the milling industry; malt; starches; inulin,World,World,577927,21.0000287,57.0036901,,
2011,2011,Re-Export,Oman,11,Products of the milling industry; malt; starches; inulin, Qatar, Qatar,471,21.0000287,57.0036901,,
2011,2011,Re-Export,Oman,11,Products of the milling industry; malt; starches; inulin, United Arab Emirates, United Arab Emirates,171389,21.0000287,57.0036901,,
