yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Re-Import,Pakistan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",100314.0,,30.3308401,71.247499,-36.8535712,174.7456809
2017,2017.0,Re-Import,Pakistan,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",29237.0,,30.3308401,71.247499,35.000074,104.999927
2017,2017.0,Re-Import,Pakistan,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",277.0,,30.3308401,71.247499,51.1638175,10.4478313
2017,2017.0,Re-Import,Pakistan,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",294.0,,30.3308401,71.247499,36.5748441,139.2394179
2017,2017.0,Re-Import,Pakistan,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38530.0,,30.3308401,71.247499,24.0002488,53.9994829
2017,2017.0,Re-Import,Pakistan,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22703.0,,30.3308401,71.247499,54.7023545,-3.2765753
2017,2017.0,Re-Import,Pakistan,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9270.0,,30.3308401,71.247499,39.7837304,-100.445882
