yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2011,2011,Export,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Europe,Europe,103025
2011,2011,Export,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,24
2011,2011,Export,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,3825
2011,2011,Export,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,48000
2011,2011,Export,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,121
2011,2011,Export,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,2194783
2011,2011,Export,Georgia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,3036277
