yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2020,2020,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,9947844,25.62,42.35,-16.85099460447687,133.4130365630627
2020,2020,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,11781716,25.62,42.35,37.977378106878206,73.97804075806764
2020,2020,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,1134548,25.62,42.35,51.67568633314729,27.673469819741847
2020,2020,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,3650813,25.62,42.35,,
2020,2020,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,1015972,25.62,42.35,17.925141963241547,-78.01492950057497
2020,2020,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,35644935,25.62,42.35,43.897683433510366,-100.08947125585888
2020,2020,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,22883795,25.62,42.35,59.36075159783851,25.01346951967388
2020,2020,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,1294640,25.62,42.35,10.528384761701911,103.08333472012376
2020,2020,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,11127657,25.62,42.35,40.12399607988535,20.742583178432696
2020,2020,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,724232,25.62,42.35,6.06272746187266,22.727528470146083
2020,2020,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,2916993,25.62,42.35,26.42921218083572,52.86847103284948
2020,2020,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,37755794,25.62,42.35,47.92172048214207,7.866753258497997
2020,2020,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,175514050,25.62,42.35,,
2020,2020,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,9209,25.62,42.35,,
2020,2020,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,1232724,25.62,42.35,,
2020,2020,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,46974,25.62,42.35,,
2020,2020,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,275637,25.62,42.35,,
2020,2020,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,13585875,25.62,42.35,,
