yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,27,32.3293809,-83.1137366,-16.85099460447687,133.4130365630627
2008,2008,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,625,32.3293809,-83.1137366,39.89317229901691,61.060280637304274
2008,2008,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,69,32.3293809,-83.1137366,51.67568633314729,27.673469819741847
2008,2008,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1339,32.3293809,-83.1137366,59.36075159783851,25.01346951967388
2008,2008,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,82,32.3293809,-83.1137366,6.06272746187266,22.727528470146083
2008,2008,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,82,32.3293809,-83.1137366,47.92172048214207,7.866753258497997
2008,2008,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,61825,32.3293809,-83.1137366,,
2008,2008,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Armenia, Armenia,59496,32.3293809,-83.1137366,,
2008,2008,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Azerbaijan, Azerbaijan,104,32.3293809,-83.1137366,,
