yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,76510459,28.0000272,2.9999825,-16.85099460447687,133.4130365630627
2004,2004,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,18549,28.0000272,2.9999825,37.977378106878206,73.97804075806764
2004,2004,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,100752254,28.0000272,2.9999825,51.67568633314729,27.673469819741847
2004,2004,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,96952,28.0000272,2.9999825,,
2004,2004,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,144947184,28.0000272,2.9999825,17.925141963241547,-78.01492950057497
2004,2004,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,3101758,28.0000272,2.9999825,43.897683433510366,-100.08947125585888
2004,2004,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,51132562,28.0000272,2.9999825,59.36075159783851,25.01346951967388
2004,2004,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,8473637,28.0000272,2.9999825,10.528384761701911,103.08333472012376
2004,2004,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,148329849,28.0000272,2.9999825,40.12399607988535,20.742583178432696
2004,2004,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,886162,28.0000272,2.9999825,6.06272746187266,22.727528470146083
2004,2004,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Tunisia,Tunisia,96477,28.0000272,2.9999825,,
2004,2004,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,817532,28.0000272,2.9999825,26.42921218083572,52.86847103284948
2004,2004,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,277676276,28.0000272,2.9999825,47.92172048214207,7.866753258497997
2004,2004,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,World,World,821730180,28.0000272,2.9999825,,
2004,2004,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Jordan, Jordan,3594967,28.0000272,2.9999825,,
2004,2004,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Libya, Libya,69493,28.0000272,2.9999825,,
2004,2004,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Morocco, Morocco,1164462,28.0000272,2.9999825,,
2004,2004,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,United Arab Emirates, United Arab Emirates,32039,28.0000272,2.9999825,,
