yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2015,2015.0,Export,Bahrain,World,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",512572.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2015,2015.0,Export,Bahrain,Iraq,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",31.0,,26.1551249,50.5344606,33.0955793,44.1749775
2015,2015.0,Export,Bahrain,Jordan,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",15.0,,26.1551249,50.5344606,31.1667049,36.941628
2015,2015.0,Export,Bahrain,Kuwait,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",974.0,,26.1551249,50.5344606,29.2733964,47.4979476
2015,2015.0,Export,Bahrain,Qatar,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",22299.0,,26.1551249,50.5344606,25.3336984,51.2295295
2015,2015.0,Export,Bahrain,Saudi Arabia,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",466818.0,,26.1551249,50.5344606,25.6242618,42.3528328
2015,2015.0,Export,Bahrain,Switzerland,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",510.0,,26.1551249,50.5344606,46.7985624,8.2319736
2015,2015.0,Export,Bahrain,United Arab Emirates,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",21920.0,,26.1551249,50.5344606,24.0002488,53.9994829
