yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Export,Saudi Arabia,World,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",213786768,,,-36.8535712,174.7456809
2020,2020,Export,Saudi Arabia,Bulgaria,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",15795,,,42.6073975,25.4856617
2020,2020,Export,Saudi Arabia,Sri Lanka,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",292082,,,7.5554942,80.7137847
2020,2020,Export,Saudi Arabia,Chad,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",18732,,,,
2020,2020,Export,Saudi Arabia,China,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",40000107,,,35.000074,104.999927
2020,2020,Export,Saudi Arabia,Colombia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",9100,,,4.099917,-72.9088133
2020,2020,Export,Saudi Arabia,Congo,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",24038,,,-2.9814344,23.8222636
2020,2020,Export,Saudi Arabia,Cyprus,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",77228,,,34.9823018,33.1451285
2020,2020,Export,Saudi Arabia,Ethiopia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",220862,,,10.2116702,38.6521203
2020,2020,Export,Saudi Arabia,Djibouti,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",239737,,,11.8145966,42.8453061
2020,2020,Export,Saudi Arabia,State of Palestine,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",117132,,,31.46242095,34.262716572130714
2020,2020,Export,Saudi Arabia,Germany,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",53232,,,51.1638175,10.4478313
2020,2020,Export,Saudi Arabia,Ghana,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",93238,,,8.0300284,-1.0800271
2020,2020,Export,Saudi Arabia,Greece,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",31838,,,38.9953683,21.9877132
2020,2020,Export,Saudi Arabia,Guinea,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",57164,,,10.7226226,-10.7083587
2020,2020,Export,Saudi Arabia,"China, Hong Kong SAR",68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",412064,,,22.350627,114.1849161
2020,2020,Export,Saudi Arabia,Indonesia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",11311,,,-2.4833826,117.8902853
2020,2020,Export,Saudi Arabia,Iraq,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1001979,,,33.0955793,44.1749775
2020,2020,Export,Saudi Arabia,Ireland,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",12932,,,52.865196,-7.9794599
2020,2020,Export,Saudi Arabia,Italy,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",86312,,,42.6384261,12.674297
2020,2020,Export,Saudi Arabia,Côte d'Ivoire,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",36093,,,7.9897371,-5.5679458
2020,2020,Export,Saudi Arabia,Jordan,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",17376220,,,31.1667049,36.941628
2020,2020,Export,Saudi Arabia,Kenya,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",149587,,,1.4419683,38.4313975
2020,2020,Export,Saudi Arabia,Kuwait,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",24216350,,,29.2733964,47.4979476
2020,2020,Export,Saudi Arabia,Lebanon,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1382814,,,33.8750629,35.843409
2020,2020,Export,Saudi Arabia,Libya,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",47910,,,26.8234472,18.1236723
2020,2020,Export,Saudi Arabia,Malaysia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",44601,,,4.5693754,102.2656823
2020,2020,Export,Saudi Arabia,Malta,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",33688,,,35.8885993,14.4476911
2020,2020,Export,Saudi Arabia,"Other Asia, nes",68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",14634,,,,
2020,2020,Export,Saudi Arabia,Oman,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",16881643,,,21.0000287,57.0036901
2020,2020,Export,Saudi Arabia,Niger,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",24590,,,17.7356214,9.3238432
2020,2020,Export,Saudi Arabia,Nigeria,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",635247,,,9.6000359,7.9999721
2020,2020,Export,Saudi Arabia,Pakistan,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",132473,,,30.3308401,71.247499
2020,2020,Export,Saudi Arabia,Philippines,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",65298,,,12.7503486,122.7312101
2020,2020,Export,Saudi Arabia,Serbia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",13242,,,44.1534121,20.55144
2020,2020,Export,Saudi Arabia,India,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",4500948,,,22.3511148,78.6677428
2020,2020,Export,Saudi Arabia,Singapore,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",26309,,,1.357107,103.8194992
2020,2020,Export,Saudi Arabia,Viet Nam,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",159586,,,15.9266657,107.9650855
2020,2020,Export,Saudi Arabia,Somalia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",40807,,,8.3676771,49.083416
2020,2020,Export,Saudi Arabia,South Africa,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1298987,,,-28.8166236,24.991639
2020,2020,Export,Saudi Arabia,Spain,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",295239,,,39.3260685,-4.8379791
2020,2020,Export,Saudi Arabia,South Sudan,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",7077,,,,
2020,2020,Export,Saudi Arabia,Sudan,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2164498,,,14.5844444,29.4917691
2020,2020,Export,Saudi Arabia,Thailand,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",12907,,,14.8971921,100.83273
2020,2020,Export,Saudi Arabia,Togo,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",4228,,,8.7800265,1.0199765
2020,2020,Export,Saudi Arabia,United Arab Emirates,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",55022745,,,24.0002488,53.9994829
2020,2020,Export,Saudi Arabia,Tunisia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",85429,,,33.8439408,9.400138
2020,2020,Export,Saudi Arabia,Turkey,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",796531,,,38.9597594,34.9249653
2020,2020,Export,Saudi Arabia,Uganda,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",125969,,,1.5333554,32.2166578
2020,2020,Export,Saudi Arabia,Ukraine,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",597159,,,49.4871968,31.2718321
2020,2020,Export,Saudi Arabia,Egypt,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1839147,,,26.2540493,29.2675469
2020,2020,Export,Saudi Arabia,United Kingdom,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",219531,,,54.7023545,-3.2765753
2020,2020,Export,Saudi Arabia,United Rep. of Tanzania,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",30758,,,,
2020,2020,Export,Saudi Arabia,USA,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",599843,,,,
2020,2020,Export,Saudi Arabia,Yemen,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2646137,,,16.3471243,47.8915271
