yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Export,Armenia,World,81.0,Other base metals; cermets; articles thereof,19702975.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2008,2008.0,Export,Armenia,Georgia,81.0,Other base metals; cermets; articles thereof,332.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2008,2008.0,Export,Armenia,Germany,81.0,Other base metals; cermets; articles thereof,19702643.0,,40.7696272,44.6736646,51.1638175,10.4478313
