yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2021,2021,Re-Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,30376,33.8750629,35.843409,43.897683433510366,-100.08947125585888
2021,2021,Re-Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,599,33.8750629,35.843409,47.92172048214207,7.866753258497997
2021,2021,Re-Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,31623,33.8750629,35.843409,,
