yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Re-Import,Pakistan,World,47.0,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,17154.0,,30.3308401,71.247499,-36.8535712,174.7456809
2018,2018.0,Re-Import,Pakistan,United Arab Emirates,47.0,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,8714.0,,30.3308401,71.247499,24.0002488,53.9994829
2018,2018.0,Re-Import,Pakistan,USA,47.0,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,8439.0,,30.3308401,71.247499,39.7837304,-100.445882
