yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Import,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Europe,Europe,198373,35.8885993,14.4476911,51.67568633314729,27.673469819741847
2009,2009,Import,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Latin America and the Caribbean,Americas,15212,35.8885993,14.4476911,17.925141963241547,-78.01492950057497
2009,2009,Import,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,1522164,35.8885993,14.4476911,59.36075159783851,25.01346951967388
2009,2009,Import,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,South-eastern Asia,Asia,114,35.8885993,14.4476911,10.528384761701911,103.08333472012376
2009,2009,Import,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,1302071,35.8885993,14.4476911,40.12399607988535,20.742583178432696
2009,2009,Import,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,654,35.8885993,14.4476911,26.42921218083572,52.86847103284948
2009,2009,Import,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,1758327,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2009,2009,Import,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,6866935,35.8885993,14.4476911,,
