yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Import,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1566859,16.3471243,47.8915271,37.977378106878206,73.97804075806764
2015,2015,Import,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,48004,16.3471243,47.8915271,51.67568633314729,27.673469819741847
2015,2015,Import,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,590852,16.3471243,47.8915271,,
2015,2015,Import,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,80,16.3471243,47.8915271,17.925141963241547,-78.01492950057497
2015,2015,Import,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,211415,16.3471243,47.8915271,43.897683433510366,-100.08947125585888
2015,2015,Import,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,591818,16.3471243,47.8915271,59.36075159783851,25.01346951967388
2015,2015,Import,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,115185,16.3471243,47.8915271,10.528384761701911,103.08333472012376
2015,2015,Import,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,13538,16.3471243,47.8915271,25.499703063807168,75.5024015339642
2015,2015,Import,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,171298,16.3471243,47.8915271,40.12399607988535,20.742583178432696
2015,2015,Import,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,37391,16.3471243,47.8915271,6.06272746187266,22.727528470146083
2015,2015,Import,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,30922,16.3471243,47.8915271,26.42921218083572,52.86847103284948
2015,2015,Import,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,175253,16.3471243,47.8915271,47.92172048214207,7.866753258497997
2015,2015,Import,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,5370201,16.3471243,47.8915271,,
2015,2015,Import,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,3984,16.3471243,47.8915271,,
2015,2015,Import,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,970037,16.3471243,47.8915271,,
2015,2015,Import,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,40183,16.3471243,47.8915271,,
