yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2017,2017,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,40704,31.17,-7.33,37.977378106878206,73.97804075806764
2017,2017,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,1499,31.17,-7.33,51.67568633314729,27.673469819741847
2017,2017,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,880,31.17,-7.33,43.897683433510366,-100.08947125585888
2017,2017,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,179077,31.17,-7.33,59.36075159783851,25.01346951967388
2017,2017,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,818167,31.17,-7.33,40.12399607988535,20.742583178432696
2017,2017,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,166644,31.17,-7.33,26.42921218083572,52.86847103284948
2017,2017,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,2514056,31.17,-7.33,47.92172048214207,7.866753258497997
2017,2017,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,3747483,31.17,-7.33,,
2017,2017,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,United Arab Emirates, United Arab Emirates,26099,31.17,-7.33,,
