yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Import,Malta,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,1010194,35.8885993,14.4476911,-16.85099460447687,133.4130365630627
2006,2006,Import,Malta,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,715761,35.8885993,14.4476911,51.67568633314729,27.673469819741847
2006,2006,Import,Malta,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,13054608,35.8885993,14.4476911,59.36075159783851,25.01346951967388
2006,2006,Import,Malta,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,20684,35.8885993,14.4476911,10.528384761701911,103.08333472012376
2006,2006,Import,Malta,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,8687389,35.8885993,14.4476911,40.12399607988535,20.742583178432696
2006,2006,Import,Malta,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,92337,35.8885993,14.4476911,26.42921218083572,52.86847103284948
2006,2006,Import,Malta,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,14818354,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2006,2006,Import,Malta,4,Dairy produce; birds eggs; natural honey;,World,World,38399327,35.8885993,14.4476911,,
