yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Import,Djibouti,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Europe,Europe,1823,,,51.67568633314729,27.673469819741847
2009,2009,Import,Djibouti,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Sub-Saharan Africa,Africa,20364,,,6.06272746187266,22.727528470146083
2009,2009,Import,Djibouti,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Europe,Europe,1103,,,47.92172048214207,7.866753258497997
2009,2009,Import,Djibouti,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,23291,,,,
