yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Re-Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,20,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2007,2007,Re-Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,10,30.3308401,71.247499,47.92172048214207,7.866753258497997
2007,2007,Re-Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,World,World,110,30.3308401,71.247499,,
2007,2007,Re-Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Bahrain, Bahrain,80,30.3308401,71.247499,,
