yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Export,Armenia,World,25.0,Salt; sulfur; earths and stone; plastering materials,14811645.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2005,2005.0,Export,Armenia,Czechia,25.0,Salt; sulfur; earths and stone; plastering materials,6062.0,,40.7696272,44.6736646,49.7439047,15.3381061
2005,2005.0,Export,Armenia,Georgia,25.0,Salt; sulfur; earths and stone; plastering materials,11162986.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2005,2005.0,Export,Armenia,Germany,25.0,Salt; sulfur; earths and stone; plastering materials,51.0,,40.7696272,44.6736646,51.1638175,10.4478313
2005,2005.0,Export,Armenia,Iran,25.0,Salt; sulfur; earths and stone; plastering materials,3498539.0,,40.7696272,44.6736646,32.6475314,54.5643516
2005,2005.0,Export,Armenia,Israel,25.0,Salt; sulfur; earths and stone; plastering materials,133.0,,40.7696272,44.6736646,30.8124247,34.8594762
2005,2005.0,Export,Armenia,Italy,25.0,Salt; sulfur; earths and stone; plastering materials,829.0,,40.7696272,44.6736646,42.6384261,12.674297
2005,2005.0,Export,Armenia,Netherlands,25.0,Salt; sulfur; earths and stone; plastering materials,1000.0,,40.7696272,44.6736646,52.2434979,5.6343227
2005,2005.0,Export,Armenia,Russian Federation,25.0,Salt; sulfur; earths and stone; plastering materials,137165.0,,40.7696272,44.6736646,64.6863136,97.7453061
2005,2005.0,Export,Armenia,Spain,25.0,Salt; sulfur; earths and stone; plastering materials,4880.0,,40.7696272,44.6736646,39.3260685,-4.8379791
