yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Export,Algeria,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,243,28.0000272,2.9999825,43.897683433510366,-100.08947125585888
2002,2002,Export,Algeria,4,Dairy produce; birds eggs; natural honey;,Tunisia,Tunisia,80,28.0000272,2.9999825,,
2002,2002,Export,Algeria,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,291,28.0000272,2.9999825,26.42921218083572,52.86847103284948
2002,2002,Export,Algeria,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,9853,28.0000272,2.9999825,47.92172048214207,7.866753258497997
2002,2002,Export,Algeria,4,Dairy produce; birds eggs; natural honey;,World,World,409941,28.0000272,2.9999825,,
2002,2002,Export,Algeria,4,Dairy produce; birds eggs; natural honey;, Libya, Libya,399474,28.0000272,2.9999825,,
