yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Export,Libya,World,11.0,Products of the milling industry; malt; starches; inulin,7530.0,,26.8234472,18.1236723,-36.8535712,174.7456809
2017,2017.0,Export,Libya,Canada,11.0,Products of the milling industry; malt; starches; inulin,3385.0,,26.8234472,18.1236723,61.0666922,-107.991707
2017,2017.0,Export,Libya,Georgia,11.0,Products of the milling industry; malt; starches; inulin,4145.0,,26.8234472,18.1236723,32.3293809,-83.1137366
