yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,13706,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2008,2008,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,374398,21.0000287,57.0036901,,
2008,2008,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,65456,21.0000287,57.0036901,,
2008,2008,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,20806,21.0000287,57.0036901,,
2008,2008,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,152182,21.0000287,57.0036901,,
2008,2008,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,84892,21.0000287,57.0036901,,
2008,2008,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,37355,21.0000287,57.0036901,,
